age,annual_income_gbp,employment_years,home_owner,num_credit_lines,inquiries_6m,credit_limit_gbp,loan_amount_gbp,loan_term_months,credit_utilization,debt_to_income,num_late_payments_12m,past_default,default
18,28547,0.0,0,4,0,14594,12953,12,0.328,0.378,0,1,0
35,38500,4.5,1,4,4,13825,3591,60,0.508,0.166,0,0,0
29,29004,0.0,0,8,0,17198,6650,60,0.385,0.276,0,0,0
24,49027,2.0,0,3,0,25704,7316,36,0.435,0.241,4,1,1
32,43467,0.0,0,4,2,29616,3867,12,0.356,0.15,0,0,0
37,35906,3.2,1,5,3,8772,3990,60,0.404,0.143,0,0,1
35,37163,11.1,1,6,3,11539,8546,24,0.317,0.069,0,0,0
22,36578,2.6,0,7,1,15924,15321,36,0.231,0.585,0,0,1
33,107932,3.9,1,2,0,80000,1940,60,0.315,0.039,1,0,0
60,41267,11.2,1,6,1,14320,1834,24,0.598,0.251,2,1,1
26,29918,10.6,0,2,1,22569,3492,36,0.291,0.102,1,0,0
19,35249,2.6,0,3,2,34173,19883,36,0.241,0.358,2,0,0
41,59701,9.9,1,5,0,20851,12843,24,0.32,0.395,4,1,0
45,37143,4.9,1,3,2,13594,5652,36,0.241,0.247,1,0,0
43,38173,4.6,0,2,1,24590,3458,36,0.165,0.252,0,0,0
26,36020,0.0,0,3,0,11940,6671,36,0.215,0.175,0,0,0
49,45400,7.1,0,5,2,28144,2734,12,0.509,0.201,7,1,1
29,51404,0.1,1,2,0,36117,7360,60,0.664,0.255,1,0,0
26,52923,5.8,1,5,2,38652,2189,36,0.473,0.056,0,0,0
31,16869,5.9,0,7,2,19343,3139,48,0.082,0.262,0,0,0
37,23058,4.3,0,3,1,1500,11694,36,0.282,0.336,1,0,1
46,12000,4.8,1,7,0,4392,6334,36,0.357,0.397,0,0,0
45,64412,0.0,1,3,3,24280,4188,48,0.581,0.03,0,0,0
38,76244,2.6,0,3,0,49532,5049,24,0.385,0.21,2,1,0
48,84730,8.8,1,5,2,62019,7937,36,0.662,0.09,2,1,0
39,44859,7.9,0,3,3,32187,8856,36,0.278,0.269,3,1,0
48,77958,0.0,0,3,1,49722,6632,48,0.293,0.122,0,0,1
23,40614,0.0,0,7,2,19662,10045,36,0.348,0.17,3,1,1
21,38786,1.3,0,3,0,30355,3191,12,0.411,0.093,1,0,1
47,17769,3.1,1,4,1,3067,9639,36,0.737,0.258,3,1,1
23,26961,0.3,0,4,0,25145,3310,36,0.133,0.242,0,0,0
35,29938,2.3,0,6,3,18966,8280,36,0.424,0.28,3,1,0
37,68666,7.1,1,3,2,40473,8942,48,0.192,0.189,1,0,0
33,103150,0.0,1,3,2,30611,7411,48,0.206,0.087,4,1,0
33,32033,1.5,0,4,1,22775,8823,36,0.536,0.212,1,0,1
53,50866,12.6,0,5,1,8659,5797,24,0.354,0.198,1,0,0
18,48234,0.8,0,3,0,38787,7071,24,0.176,0.276,0,0,1
48,27091,4.2,0,5,0,16487,8085,24,0.532,0.363,2,1,0
63,16092,13.1,1,5,0,10019,21563,12,0.331,0.823,0,0,1
38,27397,6.2,1,2,0,14280,6343,48,0.488,0.37,0,0,0
38,18812,1.5,1,1,2,15585,7216,36,0.565,0.269,0,0,0
46,34834,9.7,0,3,1,17186,3301,24,0.38,0.167,0,0,0
58,38330,12.7,1,4,1,16594,9396,24,0.669,0.329,2,1,0
25,37507,1.2,0,1,1,20453,3520,36,0.128,0.079,0,0,0
39,37768,9.0,1,5,1,16414,7817,48,0.437,0.169,4,1,0
36,54020,0.0,0,4,3,21108,9783,24,0.215,0.166,1,0,0
44,24825,9.6,0,1,7,17197,1215,12,0.459,0.161,6,1,1
40,67459,4.7,1,1,2,22969,3160,24,0.418,0.176,3,1,0
45,16530,3.1,0,5,1,3182,7027,36,0.571,0.27,0,0,0
33,42849,1.5,0,6,1,35959,4424,36,0.488,0.118,0,0,0
39,51256,9.8,1,5,1,28338,6958,24,0.447,0.291,0,0,0
31,26800,1.0,0,6,1,14941,2592,24,0.685,0.282,1,0,0
31,17241,1.8,0,2,3,1500,2979,48,0.08,0.241,0,0,1
36,58773,2.0,0,6,0,33117,2286,24,0.084,0.298,0,0,1
36,28590,1.5,1,6,3,11477,9078,60,0.334,0.337,0,0,0
25,63573,5.6,1,6,1,37187,3175,60,0.353,0.208,0,0,0
55,63104,18.1,1,5,0,39475,7198,24,0.584,0.254,4,1,0
37,41247,9.9,1,3,0,31219,19028,24,0.693,0.23,0,0,0
23,41343,3.2,0,2,1,22900,4602,48,0.158,0.176,2,1,0
50,71150,11.0,1,4,0,44832,3216,12,0.579,0.256,0,0,0
30,50873,1.6,0,4,1,37299,3453,36,0.368,0.135,1,0,0
44,24789,4.5,1,5,0,8138,2526,24,0.506,0.175,5,1,1
38,45365,0.3,0,4,2,25153,8332,12,0.848,0.218,2,1,1
41,56069,11.4,1,3,2,36050,10971,48,0.33,0.198,0,0,1
40,46238,4.2,0,3,0,23631,5778,48,0.565,0.12,1,1,1
32,45904,0.6,0,7,0,25726,10799,24,0.607,0.223,1,1,0
38,38160,2.6,0,5,0,25134,8687,48,0.587,0.194,1,0,0
60,38770,11.4,0,5,2,15758,5718,36,0.302,0.322,2,0,0
18,24774,0.0,1,5,1,11186,7547,36,0.663,0.287,2,0,0
39,18880,5.3,1,7,2,8027,16903,36,0.641,0.613,1,0,0
43,76685,6.9,1,4,1,36753,7351,24,0.924,0.228,1,0,0
26,29186,7.4,0,2,2,23317,6200,60,0.704,0.196,1,0,1
23,46731,0.0,0,6,1,36404,9372,24,0.648,0.316,0,1,0
62,18176,12.1,1,4,1,12546,1840,48,0.295,0.118,3,1,1
34,45121,1.3,0,4,1,33347,9372,24,0.336,0.297,0,0,0
61,26291,9.0,1,3,0,7493,5674,24,0.294,0.238,0,0,0
44,210235,12.9,1,4,4,80000,4505,36,0.576,0.241,0,0,0
39,23682,7.7,0,2,0,22683,14000,60,0.614,0.348,3,1,0
43,24381,4.8,1,4,1,10803,3122,60,0.216,0.152,1,0,0
45,69323,8.7,1,5,0,41018,5740,24,0.179,0.235,0,0,0
51,77105,8.2,1,11,1,37106,8784,24,0.505,0.055,0,0,0
43,13055,10.6,0,7,0,8453,5132,60,0.37,0.275,1,1,1
40,47555,3.5,1,3,1,16278,6605,48,0.323,0.238,0,1,0
40,66902,7.4,1,6,0,29116,2698,60,0.4,0.133,0,0,0
53,21171,7.9,1,4,3,15059,6301,36,0.376,0.192,3,0,1
47,60124,7.3,1,7,0,39037,4907,48,0.179,0.146,1,0,0
27,30992,1.7,0,1,1,1964,10260,48,0.107,0.293,0,0,1
31,23953,0.8,0,6,2,28332,9870,36,0.187,0.338,0,0,1
42,34134,6.4,1,3,1,14391,12061,60,0.369,0.378,5,1,1
31,32124,7.2,0,2,0,9399,2723,36,0.479,0.196,1,0,0
34,19334,1.6,0,2,3,23525,9434,36,0.49,0.255,0,0,0
27,140572,0.9,1,1,4,80000,13853,12,0.229,0.249,1,0,0
35,32235,5.8,0,6,4,34654,7418,12,0.662,0.215,1,1,1
43,27488,3.2,0,7,3,6901,16544,60,0.618,0.424,0,0,0
49,65954,11.2,1,4,0,41589,6744,48,0.312,0.162,0,0,0
38,39737,7.9,0,6,0,17184,4994,48,0.416,0.095,0,0,0
61,85715,1.7,1,6,1,47885,8776,24,0.228,0.168,2,0,0
37,35725,2.2,0,3,2,15681,7620,24,0.621,0.309,3,1,0
70,50096,8.8,1,3,3,35836,5494,36,0.667,0.186,5,1,1
49,43500,11.1,1,3,0,35324,14117,36,0.212,0.272,1,0,0
43,45281,10.1,1,4,0,19475,6689,12,0.458,0.115,0,0,0
33,36893,0.0,0,2,0,10666,12702,48,0.144,0.272,2,0,1
18,39048,0.0,0,3,0,32470,6764,60,0.142,0.291,1,0,1
36,103292,4.3,1,5,1,48572,1327,24,0.658,0.137,5,1,0
40,28504,4.1,1,5,0,1979,8458,24,0.494,0.33,0,0,0
59,30671,13.2,1,5,3,15649,15362,36,0.674,0.32,0,0,1
23,34262,5.1,1,5,1,23158,12026,60,0.504,0.289,4,1,0
59,56447,12.6,1,3,0,45234,17253,60,0.67,0.32,0,0,0
35,51461,8.7,1,4,0,19471,4696,48,0.38,0.154,0,0,0
46,68882,10.7,1,5,2,53340,11661,36,0.269,0.189,1,1,0
18,19887,0.0,0,2,3,11798,6517,36,0.617,0.31,1,0,0
40,47623,3.7,0,1,2,37832,14146,24,0.428,0.159,0,0,0
34,37544,1.2,1,4,5,19205,7318,48,0.267,0.241,0,0,0
46,35354,10.1,0,5,1,18682,14202,12,0.398,0.347,2,1,0
39,45203,8.8,1,4,0,30237,5751,36,0.624,0.256,1,0,0
25,14114,5.9,0,4,0,1500,6373,12,0.363,0.427,0,0,0
48,47979,6.4,0,3,0,39444,5541,60,0.587,0.304,1,0,1
46,44727,5.4,1,3,2,12766,15105,12,0.41,0.257,5,1,1
45,18961,7.7,1,1,0,20417,10946,24,0.348,0.439,0,0,0
49,39246,12.8,1,1,0,17372,12225,48,0.539,0.135,3,0,0
50,96253,9.5,1,3,0,65616,8798,36,0.296,0.033,0,0,0
38,33452,5.9,0,5,3,18932,6399,36,0.473,0.128,1,0,0
23,57122,0.0,1,6,2,36364,11028,36,0.333,0.288,5,1,0
23,36554,3.0,0,6,1,6613,12247,36,0.216,0.327,0,0,1
53,26554,10.9,1,2,0,9982,3401,36,0.351,0.321,0,0,1
46,25023,3.3,0,6,3,11748,4654,24,0.365,0.278,3,1,0
39,33286,12.3,1,5,3,18020,9055,12,0.206,0.3,1,0,0
33,83989,0.2,0,3,3,42287,2615,24,0.128,0.076,0,0,0
38,64509,8.8,1,4,3,50076,548,60,0.197,0.26,2,0,1
38,28133,4.3,1,4,2,4410,4468,24,0.231,0.279,0,0,0
34,71244,4.8,1,4,0,26965,5072,36,0.392,0.216,0,0,0
30,38559,0.0,0,3,1,18303,3276,24,0.231,0.243,1,0,0
62,28368,8.8,1,8,1,18368,12301,48,0.819,0.418,4,1,1
41,52271,8.4,1,4,3,31911,3057,36,0.359,0.238,1,1,1
31,25155,2.6,1,3,0,8692,4528,48,0.432,0.158,2,0,0
24,17577,0.1,0,2,4,1549,9839,36,0.481,0.498,1,1,0
30,83679,6.6,1,1,2,38271,10042,48,0.629,0.144,3,1,0
46,15284,9.8,1,4,0,15354,4381,48,0.567,0.363,1,0,1
46,55539,7.8,1,6,0,29263,12075,36,0.395,0.255,0,0,0
36,18025,5.4,0,5,4,1500,10225,36,0.479,0.284,3,1,1
39,40698,12.0,1,11,0,10294,9344,36,0.078,0.338,0,0,0
35,37130,3.6,1,2,0,20975,14149,48,0.712,0.329,0,0,1
26,32556,3.5,0,6,1,15054,8445,36,0.628,0.413,0,0,0
52,12583,10.3,0,2,4,6707,11898,48,0.742,0.619,1,0,1
42,38980,0.6,0,3,1,24653,5863,36,0.42,0.138,1,0,0
65,40538,4.3,0,4,1,17788,7168,24,0.235,0.421,0,0,0
30,25381,3.5,0,3,3,12243,10623,24,0.575,0.371,0,1,1
36,39869,8.1,0,3,3,14131,3080,48,0.504,0.15,1,1,0
48,71002,8.3,1,7,1,41418,4194,24,0.386,0.193,1,0,0
35,27994,2.3,0,2,2,21706,6205,48,0.353,0.26,1,0,1
23,47587,0.0,0,3,0,18340,5985,36,0.215,0.135,1,0,1
28,22142,5.6,0,5,0,19416,9738,24,0.114,0.299,0,0,1
39,50940,4.2,1,5,5,23626,9532,24,0.251,0.177,0,0,0
42,58594,0.0,0,8,0,35432,8305,36,0.864,0.309,3,1,1
37,159367,7.5,1,7,1,80000,3119,36,0.479,0.03,0,0,0
49,67709,8.8,0,2,1,42998,17188,48,0.411,0.184,0,0,0
49,52380,9.3,1,3,0,23880,2057,36,0.512,0.039,0,0,0
42,89015,10.0,1,2,2,50312,4482,36,0.193,0.262,0,0,0
38,24129,10.3,1,1,0,15533,2935,36,0.401,0.31,0,0,0
35,74125,6.6,1,8,1,23464,8687,24,0.597,0.159,2,0,1
44,30808,5.9,1,4,2,12359,8841,24,0.25,0.29,0,0,0
48,29593,0.0,0,3,0,11644,3219,24,0.205,0.167,2,1,1
39,75089,6.4,1,1,2,26268,12269,60,0.495,0.323,0,0,0
43,47045,5.7,0,5,0,15026,8721,24,0.218,0.115,0,0,0
34,85096,9.4,1,3,2,43734,3775,48,0.227,0.13,3,1,1
22,18880,6.2,1,6,1,6367,4791,36,0.558,0.178,1,0,1
27,48056,4.2,1,5,2,21596,8294,12,0.352,0.425,4,1,1
46,31172,12.6,1,3,1,27010,9529,48,0.376,0.271,0,0,0
43,35811,6.0,1,8,2,21956,13788,36,0.268,0.214,5,1,1
55,14743,9.3,1,4,2,14525,9996,36,0.151,0.387,0,0,1
39,68953,1.9,1,6,2,48541,13896,60,0.202,0.175,2,0,0
48,46496,6.2,1,1,4,19088,5510,36,0.252,0.33,1,0,0
53,24318,9.5,1,2,1,15590,1779,24,0.2,0.068,0,0,0
49,20005,12.0,1,3,1,13311,4982,12,0.409,0.298,3,1,0
31,25913,0.5,0,2,2,20236,13524,24,0.357,0.369,2,0,0
36,88538,7.7,1,6,1,15297,5415,24,0.673,0.082,1,0,0
39,39335,14.6,1,4,5,9987,4394,24,0.289,0.18,1,0,0
27,34671,0.0,0,2,5,22892,7943,12,0.332,0.25,0,0,0
43,54272,5.3,1,5,2,16488,5886,12,0.154,0.142,0,0,0
49,41829,8.0,0,6,1,20736,1168,60,0.102,0.035,0,0,0
33,47136,7.7,0,4,3,24852,3844,24,0.577,0.175,1,0,0
60,62192,18.3,1,5,3,47758,5829,24,0.128,0.383,2,0,0
35,49765,9.1,1,2,3,35762,3568,36,0.372,0.187,0,0,0
36,66931,4.4,1,2,4,12106,4487,48,0.232,0.203,2,0,0
35,21830,1.1,0,2,1,5845,12965,24,0.591,0.37,1,1,0
30,43075,2.9,0,6,1,11960,6731,36,0.507,0.286,2,0,0
43,34378,6.0,1,1,1,17767,5856,24,0.368,0.163,0,0,0
38,44134,6.1,1,9,1,36016,3722,60,0.372,0.287,2,0,0
56,40782,6.1,1,4,1,16887,14170,60,0.219,0.261,0,0,1
45,29569,12.7,1,4,1,17822,10038,60,0.547,0.177,2,1,0
44,34532,3.7,0,2,1,24408,4527,36,0.295,0.234,0,0,0
36,69595,7.1,1,3,1,48766,4389,60,0.222,0.114,5,1,1
22,30959,2.0,0,6,3,24398,1245,24,0.554,0.25,1,0,0
37,21310,0.5,0,1,2,15969,3928,24,0.369,0.178,0,0,0
29,57555,3.0,0,4,0,39702,6519,60,0.344,0.242,0,0,0
48,70602,7.7,1,4,0,54921,14573,36,0.337,0.265,2,1,0
38,36113,4.2,1,6,1,33886,13896,24,0.356,0.339,0,0,0
56,44773,12.8,1,6,1,15591,1872,60,0.267,0.148,2,0,0
46,26596,5.2,0,6,3,9058,1851,60,0.361,0.096,0,0,0
47,37483,17.4,1,3,0,17224,9256,24,0.682,0.329,3,0,0
41,76007,10.1,1,6,2,36930,2794,36,0.427,0.257,0,0,0
40,64489,2.0,0,6,2,41493,5493,60,0.564,0.06,0,0,0
45,45335,0.0,0,6,1,24278,3668,48,0.613,0.218,1,0,0
48,36093,12.5,1,4,0,18130,4387,36,0.612,0.145,0,0,0
30,17391,4.1,0,3,1,16117,5693,36,0.249,0.274,1,1,0
43,49646,6.7,1,5,0,31927,8738,24,0.571,0.189,1,0,0
67,53632,8.4,1,6,1,34661,6399,36,0.238,0.106,1,0,1
37,73982,0.0,0,5,3,21832,7237,36,0.31,0.108,3,0,0
35,124197,0.0,1,4,0,42142,4004,60,0.293,0.094,1,1,0
30,51359,13.3,1,2,2,20874,3239,36,0.371,0.162,0,0,0
22,70230,7.4,1,4,0,38612,13503,60,0.484,0.212,4,1,0
51,22981,6.1,1,3,0,6569,3110,48,0.127,0.13,1,0,0
39,80297,12.6,1,4,0,31417,3535,36,0.927,0.064,4,1,1
41,66966,0.0,0,2,3,30185,6501,48,0.388,0.143,1,0,0
58,87452,12.9,1,3,0,48237,1968,60,0.265,0.233,1,0,0
66,60381,14.7,1,6,1,35414,8033,60,0.485,0.115,0,0,0
28,53574,0.0,0,5,1,36911,4499,36,0.351,0.188,0,0,0
50,93082,6.1,1,1,0,42354,3225,48,0.197,0.055,0,0,0
45,29385,2.6,0,6,1,26039,7037,48,0.262,0.107,0,0,0
42,59427,6.3,0,3,2,40914,6724,24,0.079,0.258,0,0,0
43,75279,11.5,1,4,2,62955,22517,12,0.255,0.21,1,1,0
38,27561,8.9,1,5,0,24372,9416,12,0.508,0.356,0,0,0
56,22635,11.1,1,3,1,17400,6593,36,0.434,0.213,3,1,1
45,53119,11.1,1,9,5,11771,9952,36,0.208,0.267,3,1,0
42,44991,0.0,0,3,0,21710,11180,36,0.508,0.254,3,1,0
52,58389,16.5,1,2,0,8080,13175,24,0.675,0.126,0,0,0
48,59539,7.3,0,5,4,34594,11950,48,0.323,0.184,1,0,0
43,27914,1.1,0,7,2,11646,6835,60,0.311,0.345,0,0,1
42,50534,4.4,1,6,1,13636,6024,24,0.164,0.084,0,0,0
57,77246,7.3,0,7,2,44629,5066,24,0.062,0.14,0,0,0
44,34858,6.8,0,3,3,26406,11234,36,0.688,0.222,0,1,1
37,36209,6.0,0,3,2,13961,5526,24,0.142,0.149,2,0,0
29,23045,0.0,0,3,5,10351,8810,36,0.347,0.3,1,1,0
34,65435,9.1,1,3,3,47059,3659,48,0.456,0.236,3,1,0
26,120316,9.0,1,4,1,71476,8177,60,0.296,0.182,0,0,0
39,20262,1.2,0,3,5,6050,9674,36,0.331,0.434,0,0,1
41,63579,11.6,1,2,2,17516,6264,36,0.29,0.201,0,0,0
18,68581,5.0,1,7,1,26031,6693,36,0.491,0.141,3,1,1
38,31300,9.1,1,1,2,18304,9048,48,0.453,0.31,0,0,0
45,34622,13.3,1,6,4,26459,15049,48,0.735,0.28,2,1,1
40,24140,0.0,0,3,1,13071,9134,12,0.348,0.342,6,1,0
28,27787,5.3,1,5,1,9503,6098,60,0.435,0.261,1,0,1
52,46235,4.5,0,6,1,31083,3953,36,0.604,0.315,0,0,0
30,60032,12.5,1,5,1,33311,6441,36,0.507,0.094,2,1,1
25,45059,0.0,0,4,2,18357,9805,60,0.635,0.258,3,1,1
26,66961,0.0,0,3,3,45360,8894,12,0.565,0.052,0,0,1
38,47254,9.4,1,5,1,25650,4598,48,0.56,0.24,1,0,0
49,22629,10.2,1,3,0,11793,8448,24,0.131,0.279,0,0,0
51,92243,8.3,1,8,1,48463,3856,24,0.523,0.022,0,0,0
40,79959,6.1,1,3,2,53513,8013,60,0.573,0.162,0,0,0
25,28959,4.2,0,1,0,10837,11601,24,0.229,0.325,1,1,1
31,109632,10.1,1,4,2,80000,13035,48,0.155,0.0,0,0,0
28,54533,0.0,0,5,0,18048,6072,12,0.252,0.183,0,0,1
36,45531,2.3,0,6,3,17283,3301,12,0.611,0.161,1,0,0
19,118601,0.0,0,4,1,54659,9188,60,0.192,0.212,3,1,0
39,12000,5.0,0,3,1,5321,14440,24,0.295,0.977,0,0,1
45,17947,6.8,1,1,0,5849,7569,24,0.176,0.325,1,0,0
36,62146,0.0,0,5,2,39248,8805,24,0.499,0.166,1,1,1
43,37226,7.5,0,8,2,19859,4584,12,0.535,0.172,6,1,0
28,25573,0.0,0,5,2,16668,7334,36,0.657,0.436,1,1,0
22,95363,0.0,0,2,1,38361,4901,36,0.432,0.116,0,0,0
31,55191,2.3,0,2,1,38185,7637,48,0.344,0.178,1,0,0
51,21446,7.2,0,3,4,17330,2402,36,0.376,0.149,0,0,0
49,29846,13.8,1,9,1,22526,22084,48,0.399,0.543,1,0,1
33,66926,10.3,1,6,3,17786,9098,36,0.404,0.226,0,1,0
51,110821,12.6,1,4,1,37051,22528,36,0.183,0.254,1,1,0
34,14539,10.4,0,3,0,2219,8792,36,0.678,0.389,1,0,1
55,48676,8.0,1,2,0,27993,8486,36,0.559,0.182,4,1,0
43,34701,12.0,1,3,0,23819,6406,48,0.237,0.282,0,0,0
33,16691,3.6,0,2,1,10976,5765,48,0.363,0.47,1,0,0
47,38967,8.1,0,8,3,30876,7440,60,0.512,0.224,0,0,1
29,18038,4.0,0,3,2,16003,13574,48,0.448,0.614,1,0,0
28,31956,0.0,0,3,2,23996,10866,48,0.299,0.339,0,0,0
22,101520,0.0,0,2,0,80000,2699,60,0.395,0.115,0,0,0
41,56169,5.1,1,4,2,20374,7496,12,0.326,0.23,3,1,0
37,64846,6.3,1,4,1,42713,3422,60,0.761,0.118,1,1,0
37,58835,4.3,0,1,2,41116,8413,48,0.415,0.142,1,0,0
33,51605,0.5,0,5,1,33603,5781,48,0.17,0.213,0,0,0
54,71906,4.3,1,5,1,53569,6383,60,0.729,0.187,1,1,0
33,22847,3.9,0,5,1,19721,11897,36,0.47,0.516,0,0,0
30,35210,0.0,0,6,1,17257,4052,36,0.383,0.175,0,0,0
52,67503,3.7,1,6,1,52686,8232,24,0.609,0.323,0,0,0
54,28911,8.5,1,6,3,7716,2065,24,0.19,0.041,0,0,0
42,33792,6.6,1,4,2,19338,5950,36,0.245,0.194,0,0,0
19,81694,0.0,1,6,1,56098,8739,36,0.399,0.312,1,0,0
31,97397,0.0,1,3,1,66305,10378,36,0.432,0.19,0,1,0
45,30909,7.8,1,5,1,19970,6777,36,0.627,0.173,1,0,0
38,27623,8.3,1,5,4,18723,12160,36,0.316,0.429,0,0,1
55,58557,7.6,0,6,2,12723,6876,60,0.789,0.26,1,1,0
23,49518,0.0,1,6,0,37747,5166,48,0.589,0.163,4,1,0
45,29846,0.0,0,7,0,19054,8583,36,0.728,0.291,4,1,0
31,59005,6.9,1,6,0,35201,4252,24,0.072,0.268,0,0,0
53,57685,4.3,1,4,1,13611,12075,24,0.278,0.177,0,0,0
37,44767,7.7,1,8,1,43995,10535,12,0.158,0.191,6,1,1
49,207573,5.5,1,5,3,80000,18404,24,0.579,0.284,0,0,0
31,88936,2.7,1,1,1,55992,9093,36,0.222,0.174,4,1,0
22,66417,0.4,0,5,1,40460,10604,36,0.698,0.22,0,0,0
26,74310,0.0,0,4,2,30785,13753,36,0.302,0.294,1,0,0
31,210331,14.3,1,3,2,80000,4080,60,0.329,0.279,1,0,1
27,77356,0.0,1,9,2,51706,1884,60,0.367,0.205,0,0,0
51,29175,8.7,1,3,2,14845,11559,36,0.276,0.353,0,0,0
53,50999,5.4,1,2,2,27428,1248,24,0.107,0.104,6,1,1
41,44656,4.8,1,2,0,13928,3580,24,0.091,0.257,0,0,0
27,31654,7.7,1,2,0,30784,17338,36,0.858,0.473,0,0,0
37,49374,0.0,0,3,1,15239,10162,60,0.121,0.286,1,0,0
30,49149,2.5,1,6,0,23015,7271,48,0.723,0.037,0,0,0
54,41679,11.0,1,5,1,18728,7361,24,0.164,0.154,1,0,0
41,33075,6.4,1,1,3,7536,10951,36,0.447,0.413,1,0,0
43,67045,7.9,1,1,2,50871,6671,36,0.574,0.081,1,0,0
34,18226,0.9,0,3,1,11320,5398,24,0.513,0.257,1,1,0
18,66897,0.0,0,6,1,42123,17876,60,0.414,0.294,1,0,0
30,43190,0.0,0,6,2,26462,8667,36,0.683,0.292,1,0,0
26,49807,0.3,0,3,0,35171,14817,12,0.333,0.367,2,1,1
42,12000,9.0,1,2,3,4679,8503,48,0.093,0.413,0,0,1
39,106036,5.6,1,1,1,77892,5251,36,0.492,0.136,1,0,0
29,16953,9.2,0,2,2,15127,7750,48,0.432,0.334,3,1,1
34,27004,4.3,0,4,2,8818,4383,36,0.48,0.268,1,0,1
55,60754,10.1,1,3,1,35902,17812,60,0.688,0.318,3,1,1
27,31029,3.2,0,2,3,7984,7229,24,0.324,0.317,4,1,0
28,34528,0.0,0,5,1,1500,8715,60,0.217,0.312,2,0,1
35,12933,6.7,0,2,4,4583,12856,24,0.608,0.636,4,1,1
30,33996,0.0,0,2,2,34854,15216,36,0.414,0.404,0,0,0
33,48192,2.3,1,4,3,24529,13175,12,0.46,0.256,0,0,0
44,61949,15.8,1,3,1,29074,14032,36,0.372,0.317,2,1,1
57,36849,4.8,0,5,1,17029,4301,36,0.326,0.057,5,1,0
18,48385,0.6,1,4,2,17654,4758,36,0.415,0.244,0,1,0
38,54442,6.1,0,2,0,23762,9100,60,0.659,0.275,1,0,0
38,29927,5.6,1,6,3,10021,21212,36,0.311,0.548,0,0,0
37,28721,4.8,0,4,1,21580,2718,36,0.098,0.089,0,0,0
36,123588,2.3,1,5,0,31825,11137,48,0.251,0.199,1,0,0
34,27214,12.0,1,4,0,18457,4641,24,0.564,0.343,2,1,0
49,83543,0.0,0,6,2,34544,7185,48,0.085,0.209,0,0,0
33,44704,0.0,0,3,1,27425,4851,12,0.29,0.157,0,0,0
37,95097,10.6,1,8,0,78075,1803,48,0.164,0.18,1,0,1
38,30510,7.2,1,1,2,24758,11472,36,0.304,0.42,2,1,0
39,56868,2.2,0,4,2,28278,4705,36,0.446,0.179,3,1,0
36,51441,0.9,1,6,2,34895,4122,36,0.418,0.217,1,1,0
49,38089,6.8,0,3,4,23910,9281,36,0.735,0.192,4,1,0
38,50880,15.5,1,2,3,16267,9487,60,0.495,0.148,1,0,0
40,28458,7.5,0,5,0,24890,3794,36,0.508,0.271,2,0,0
37,41224,0.7,0,4,2,17890,6070,36,0.406,0.237,6,1,1
27,34717,3.2,0,3,1,27415,4607,24,0.189,0.35,3,0,0
29,64873,0.2,0,3,1,37152,6915,12,0.438,0.287,2,1,0
26,40993,8.1,1,3,2,31417,7441,60,0.193,0.298,0,0,0
40,20329,6.7,0,1,1,18561,8778,24,0.415,0.435,1,0,0
30,35237,8.1,1,4,0,24059,7514,36,0.513,0.269,0,0,0
26,40835,2.7,1,4,0,16646,1254,36,0.216,0.064,2,0,0
41,26463,13.8,1,2,4,9622,5937,36,0.342,0.292,1,0,1
44,88202,8.1,1,3,0,54112,10145,36,0.668,0.149,0,0,0
19,53545,1.3,1,3,3,26922,7573,24,0.351,0.077,0,0,0
57,67810,5.6,1,3,1,43314,6087,48,0.204,0.332,1,0,0
38,28520,3.4,1,5,1,23863,9155,48,0.382,0.406,3,1,0
37,34730,6.3,1,5,2,18845,4235,60,0.184,0.22,0,0,0
50,74147,5.9,1,2,4,37547,9413,24,0.129,0.199,2,1,1
39,19891,15.1,1,1,1,12102,21591,36,0.31,0.711,3,1,0
31,52492,3.3,0,3,0,23694,7338,24,0.443,0.117,2,1,0
62,45186,8.0,1,3,2,34592,3309,24,0.255,0.263,2,1,1
26,32879,6.0,1,5,1,25462,6048,24,0.518,0.247,2,0,0
37,45208,2.6,0,4,1,14928,5981,36,0.398,0.183,3,1,1
47,24100,9.0,0,5,0,7609,1424,36,0.304,0.197,2,0,0
26,48602,1.7,0,5,2,29133,6191,24,0.284,0.142,3,0,0
37,22335,1.8,0,7,0,6302,780,12,0.457,0.0,0,0,0
42,21624,11.6,1,1,1,12985,9114,48,0.202,0.289,0,0,1
64,91577,12.0,0,4,2,61327,6704,48,0.685,0.15,0,0,0
28,29488,6.9,1,4,0,7049,14318,36,0.55,0.367,2,0,0
37,13758,3.5,1,4,0,15334,9169,48,0.354,0.589,0,0,0
45,72851,1.1,0,2,1,29649,6215,36,0.428,0.324,1,0,0
39,28378,0.2,0,2,0,18077,8923,48,0.469,0.335,1,0,0
25,12000,0.0,0,4,1,7178,6536,24,0.321,0.368,0,0,1
42,41743,5.4,0,9,4,16769,5973,36,0.593,0.173,2,0,1
39,71053,5.5,0,5,0,46936,1677,48,0.409,0.08,2,0,0
43,52072,8.3,1,7,0,31261,4737,48,0.279,0.209,1,0,0
50,109025,3.1,1,5,0,48759,3381,60,0.563,0.1,2,1,1
49,40247,8.7,1,5,0,8315,4705,24,0.513,0.132,0,0,0
42,59512,1.2,1,4,2,22589,6160,36,0.433,0.175,1,0,1
