device,visitor_type,time_of_day,day_type,session_duration_min,page_views,items_to_cart,days_since_last_visit,main_product_category,delivery_speed,return_policy,product_rating_mean,purchase
desktop,new,afternoon,weekday,4.11,2,3,328,home,standard,extended,4.46,0
mobile,returning,evening,weekday,6.67,7,0,10,fashion,standard,extended,3.98,0
mobile,returning,evening,weekend,4.13,11,1,24,sports,standard,basic,4.48,0
mobile,returning,night,weekend,6.1,7,0,11,beauty,express,basic,3.95,0
mobile,new,morning,weekday,3.4,4,0,298,electronics,standard,basic,4.66,0
mobile,new,evening,weekday,1.16,8,1,55,electronics,standard,basic,4.49,0
mobile,returning,evening,weekday,7.44,7,0,35,fashion,standard,basic,4.34,1
desktop,new,afternoon,weekday,4.12,5,0,173,sports,standard,extended,3.76,0
tablet,new,morning,weekend,2.85,8,0,246,sports,express,basic,3.77,0
mobile,new,evening,weekend,4.79,8,0,35,fashion,next_day,basic,3.88,0
tablet,returning,afternoon,weekday,1.77,10,0,17,beauty,standard,basic,4.25,0
mobile,new,evening,weekend,5.1,10,0,264,fashion,standard,basic,4.57,0
tablet,returning,evening,weekday,3.95,7,0,7,books,express,basic,4.65,1
tablet,new,morning,weekend,3.17,4,0,69,books,standard,basic,4.74,0
mobile,new,night,weekend,5.89,4,1,258,sports,standard,extended,3.46,0
desktop,new,evening,weekend,6.45,6,1,102,electronics,next_day,extended,4.52,0
tablet,new,afternoon,weekend,3.13,5,0,321,beauty,standard,basic,4.22,0
tablet,new,evening,weekend,3.69,7,0,90,books,standard,basic,4.45,0
tablet,returning,afternoon,weekday,0.4,2,0,10,fashion,standard,extended,3.81,0
mobile,new,evening,weekday,2.17,3,0,161,home,standard,extended,4.01,0
mobile,new,morning,weekday,3.85,4,0,139,books,standard,extended,4.33,0
desktop,returning,afternoon,weekend,3.9,6,0,23,sports,standard,basic,4.21,1
desktop,new,afternoon,weekday,1.41,10,0,108,home,express,basic,4.0,0
desktop,new,afternoon,weekend,5.21,6,1,359,beauty,standard,basic,4.59,1
mobile,new,afternoon,weekday,6.24,4,1,171,books,next_day,extended,4.3,0
desktop,new,morning,weekend,2.99,7,0,268,fashion,standard,extended,3.98,1
mobile,new,night,weekday,5.34,5,0,288,books,standard,basic,4.67,0
desktop,returning,morning,weekend,7.02,10,0,45,beauty,standard,extended,4.34,1
mobile,new,morning,weekend,1.45,3,0,198,sports,standard,extended,3.99,0
desktop,returning,afternoon,weekday,3.97,7,0,24,books,express,extended,3.54,0
desktop,new,evening,weekday,8.39,5,0,204,home,standard,basic,4.24,0
mobile,returning,morning,weekday,2.75,11,0,7,fashion,standard,basic,4.01,0
mobile,returning,afternoon,weekend,4.02,8,0,27,electronics,standard,extended,4.05,0
mobile,new,evening,weekend,8.03,4,0,109,sports,standard,basic,4.45,0
tablet,new,morning,weekday,2.31,2,0,203,home,standard,basic,3.62,0
desktop,new,night,weekday,7.34,5,1,351,fashion,standard,basic,3.47,1
mobile,returning,afternoon,weekday,2.65,6,0,10,books,standard,basic,4.9,0
mobile,returning,evening,weekday,5.49,7,3,5,books,express,basic,4.42,1
mobile,new,morning,weekend,5.78,7,0,65,books,express,basic,3.84,0
mobile,returning,evening,weekday,4.22,5,0,21,home,standard,extended,4.48,0
tablet,new,evening,weekend,4.11,5,1,37,books,standard,basic,4.94,0
desktop,new,morning,weekend,5.76,7,0,98,books,standard,extended,3.87,0
mobile,returning,morning,weekend,3.41,6,0,15,electronics,standard,extended,3.83,0
desktop,new,afternoon,weekday,8.9,5,1,63,books,standard,extended,3.9,1
mobile,new,morning,weekday,5.68,5,0,190,beauty,standard,basic,4.52,0
desktop,returning,night,weekend,4.75,12,0,22,books,next_day,extended,4.2,0
mobile,new,evening,weekday,3.41,4,1,130,sports,express,basic,4.45,0
desktop,returning,evening,weekend,9.91,5,0,2,home,standard,basic,3.81,1
tablet,new,night,weekday,3.05,9,0,182,fashion,standard,extended,4.14,0
mobile,new,evening,weekday,3.41,5,0,246,electronics,standard,basic,4.6,0
desktop,new,evening,weekend,7.31,8,1,248,fashion,standard,extended,4.29,1
tablet,returning,afternoon,weekend,1.86,10,0,14,home,standard,basic,4.64,0
mobile,new,afternoon,weekday,3.34,6,1,70,sports,standard,basic,3.65,0
mobile,new,afternoon,weekend,4.18,5,0,164,electronics,standard,extended,3.81,0
desktop,returning,afternoon,weekday,4.32,6,0,22,fashion,standard,basic,4.15,1
mobile,returning,afternoon,weekday,1.51,4,1,4,home,express,basic,4.44,0
mobile,returning,morning,weekday,5.25,9,0,20,fashion,standard,extended,4.81,0
mobile,new,afternoon,weekday,5.45,8,1,134,electronics,next_day,basic,4.2,1
desktop,new,afternoon,weekday,3.27,4,0,318,electronics,standard,basic,4.01,0
mobile,new,afternoon,weekday,1.02,4,0,226,home,standard,extended,3.8,0
mobile,returning,morning,weekday,7.44,4,0,37,home,standard,basic,4.2,1
desktop,returning,afternoon,weekday,6.61,5,1,35,sports,standard,basic,3.98,1
mobile,returning,afternoon,weekday,4.34,8,0,8,fashion,standard,basic,3.69,0
desktop,new,evening,weekday,7.03,8,0,213,electronics,standard,basic,4.22,0
mobile,new,evening,weekday,4.41,6,2,272,sports,standard,extended,4.41,1
tablet,new,morning,weekday,7.26,7,1,133,books,standard,basic,4.37,0
desktop,new,morning,weekday,5.89,8,0,303,fashion,standard,extended,3.4,0
mobile,new,afternoon,weekday,0.58,2,0,40,sports,express,basic,3.77,0
desktop,new,morning,weekend,2.82,10,1,144,sports,express,basic,4.32,0
mobile,returning,afternoon,weekend,3.52,4,1,3,books,express,extended,4.66,0
mobile,returning,night,weekend,5.45,7,1,13,beauty,next_day,basic,3.69,0
mobile,returning,morning,weekend,4.66,4,0,6,electronics,standard,basic,3.72,0
desktop,returning,afternoon,weekday,3.63,9,1,11,electronics,next_day,extended,4.44,0
mobile,returning,evening,weekend,6.44,8,1,28,sports,standard,extended,3.21,0
mobile,returning,afternoon,weekday,6.9,5,1,11,sports,standard,basic,3.98,0
mobile,new,morning,weekend,3.28,4,0,317,beauty,express,extended,4.22,0
mobile,returning,morning,weekend,5.74,8,0,26,electronics,standard,extended,4.58,0
mobile,new,night,weekend,1.97,5,0,32,electronics,standard,basic,4.49,0
mobile,new,morning,weekday,2.4,3,0,362,home,standard,extended,3.81,0
mobile,new,evening,weekday,2.89,7,0,173,books,standard,basic,4.32,0
mobile,returning,evening,weekday,6.67,1,0,13,fashion,standard,basic,3.58,0
desktop,returning,afternoon,weekday,6.04,7,1,47,home,express,basic,3.77,1
mobile,returning,evening,weekend,4.51,9,1,18,beauty,standard,basic,4.65,1
desktop,returning,morning,weekday,4.72,5,0,26,books,standard,extended,4.22,1
mobile,returning,afternoon,weekday,0.67,5,0,72,sports,standard,basic,3.8,0
mobile,new,afternoon,weekday,7.17,2,0,144,fashion,next_day,basic,4.03,0
mobile,returning,night,weekday,0.42,4,0,5,home,next_day,basic,3.35,0
mobile,returning,morning,weekday,5.69,7,1,6,sports,express,basic,4.34,0
mobile,returning,morning,weekday,4.88,9,0,4,books,standard,basic,4.33,0
desktop,new,night,weekday,3.64,3,0,35,home,standard,basic,4.29,0
mobile,new,morning,weekend,3.98,6,0,302,electronics,standard,basic,3.89,0
mobile,returning,night,weekend,3.41,4,0,1,home,express,basic,3.96,0
desktop,new,evening,weekend,5.97,9,0,223,home,standard,basic,4.34,0
mobile,new,evening,weekday,1.44,5,0,348,fashion,express,basic,4.42,0
mobile,new,evening,weekday,4.59,5,0,160,books,standard,basic,4.33,0
mobile,new,evening,weekday,2.78,7,0,74,fashion,express,extended,4.06,1
mobile,new,morning,weekday,2.6,4,0,250,books,standard,basic,4.72,0
mobile,returning,night,weekday,3.96,4,1,4,beauty,standard,basic,4.04,0
desktop,returning,night,weekday,5.65,7,1,23,electronics,standard,basic,4.32,0
tablet,returning,night,weekend,5.85,6,1,11,beauty,standard,basic,4.23,0
mobile,new,evening,weekday,3.82,8,1,83,home,next_day,basic,4.17,0
desktop,new,afternoon,weekend,6.16,10,1,258,sports,standard,basic,3.88,1
desktop,new,afternoon,weekday,6.39,6,1,134,beauty,next_day,extended,4.5,1
mobile,new,morning,weekday,4.65,6,1,92,electronics,standard,basic,4.15,0
desktop,new,afternoon,weekend,5.63,6,1,255,books,standard,basic,4.63,0
desktop,returning,evening,weekend,10.15,7,3,15,home,standard,extended,3.73,1
tablet,returning,evening,weekend,2.53,7,2,44,fashion,standard,extended,3.83,1
tablet,new,afternoon,weekend,5.76,5,0,134,books,express,basic,4.27,0
mobile,new,afternoon,weekday,7.24,2,0,249,electronics,standard,basic,4.2,0
mobile,new,evening,weekend,5.31,6,0,223,electronics,standard,basic,4.66,0
mobile,new,afternoon,weekend,7.5,8,0,228,beauty,standard,extended,4.18,0
mobile,new,night,weekday,7.22,8,2,132,home,express,basic,4.35,1
mobile,new,evening,weekday,3.19,6,1,58,beauty,next_day,basic,4.49,0
tablet,new,morning,weekday,2.95,3,0,244,books,express,basic,4.32,0
mobile,new,morning,weekend,4.91,8,0,175,fashion,standard,basic,4.52,0
mobile,returning,evening,weekend,3.89,8,1,10,books,standard,extended,3.99,1
desktop,new,afternoon,weekend,10.39,2,0,329,electronics,standard,basic,4.08,0
mobile,new,evening,weekday,6.06,4,0,55,electronics,next_day,basic,4.39,0
mobile,new,morning,weekday,3.9,7,0,151,fashion,standard,basic,3.96,0
tablet,new,morning,weekday,1.04,7,0,169,electronics,next_day,extended,3.71,0
mobile,new,afternoon,weekday,4.03,6,0,158,beauty,express,basic,4.16,0
mobile,returning,evening,weekday,2.71,6,1,18,sports,express,extended,4.26,1
mobile,returning,night,weekday,6.4,5,3,91,sports,express,basic,4.17,1
tablet,returning,night,weekday,0.4,8,0,9,sports,standard,basic,3.76,0
mobile,new,afternoon,weekday,6.91,2,0,151,electronics,standard,basic,4.22,0
mobile,new,evening,weekend,3.01,9,1,294,sports,standard,basic,4.29,1
mobile,new,morning,weekday,0.4,5,1,165,fashion,standard,basic,3.52,0
mobile,new,evening,weekday,3.87,6,2,125,sports,express,basic,4.18,0
tablet,returning,night,weekday,4.84,9,1,20,sports,standard,basic,3.52,1
mobile,new,afternoon,weekend,3.86,7,0,52,electronics,next_day,basic,4.46,1
tablet,new,night,weekend,6.4,4,0,182,beauty,express,extended,4.29,0
mobile,new,morning,weekday,4.3,4,0,64,books,standard,basic,4.54,0
mobile,new,morning,weekend,5.47,4,0,233,fashion,standard,extended,4.35,1
desktop,returning,afternoon,weekday,4.98,11,0,12,home,standard,extended,4.26,1
mobile,new,night,weekday,4.4,5,0,178,books,standard,extended,4.39,0
mobile,new,afternoon,weekday,1.05,2,0,359,fashion,express,basic,4.23,0
desktop,new,evening,weekday,5.44,12,0,323,fashion,express,basic,4.08,0
mobile,returning,morning,weekday,3.21,7,1,6,beauty,express,extended,4.46,1
mobile,new,evening,weekday,6.67,6,2,90,sports,standard,basic,4.17,1
tablet,returning,evening,weekday,5.36,5,1,5,beauty,express,basic,4.04,1
mobile,new,morning,weekday,4.89,6,0,71,beauty,express,basic,4.1,0
mobile,new,evening,weekday,4.75,9,2,146,fashion,next_day,basic,4.57,0
mobile,returning,evening,weekday,8.99,5,5,18,books,express,basic,4.49,1
mobile,new,afternoon,weekday,0.4,4,0,100,books,express,basic,4.54,0
mobile,new,morning,weekday,3.26,6,0,357,home,standard,extended,3.96,0
desktop,new,morning,weekday,2.18,6,1,279,books,express,basic,4.74,0
mobile,new,night,weekday,0.4,8,0,265,home,standard,basic,4.39,0
desktop,new,evening,weekday,2.45,5,1,248,books,standard,extended,4.31,0
mobile,returning,evening,weekday,8.16,11,2,8,electronics,standard,basic,4.16,1
mobile,new,evening,weekday,4.14,10,0,326,fashion,standard,basic,3.96,0
mobile,new,evening,weekday,3.44,10,0,161,books,standard,basic,4.41,1
desktop,new,morning,weekday,6.12,12,1,77,fashion,standard,basic,4.1,1
mobile,returning,afternoon,weekday,5.34,9,0,11,fashion,express,basic,3.66,0
mobile,new,evening,weekday,5.19,4,0,106,sports,express,basic,3.85,0
desktop,new,morning,weekday,4.88,6,0,351,home,next_day,extended,4.02,0
desktop,new,morning,weekend,5.64,12,1,220,fashion,express,extended,3.75,1
mobile,new,evening,weekday,3.26,6,0,173,fashion,standard,basic,3.83,0
tablet,returning,night,weekday,7.3,3,1,6,fashion,express,extended,4.24,0
mobile,new,evening,weekday,1.85,7,0,268,electronics,standard,basic,4.37,0
mobile,new,morning,weekend,3.62,5,0,247,fashion,standard,extended,3.76,0
mobile,new,night,weekday,5.8,6,1,302,beauty,next_day,basic,4.52,0
mobile,returning,morning,weekend,4.48,9,1,23,sports,next_day,basic,4.15,1
mobile,new,morning,weekday,2.9,9,0,250,fashion,standard,basic,3.97,0
desktop,new,night,weekday,9.31,7,1,151,fashion,express,basic,3.92,0
mobile,new,evening,weekday,6.88,3,0,108,home,standard,extended,3.86,0
desktop,returning,night,weekend,6.3,7,1,1,electronics,next_day,basic,3.97,0
tablet,returning,evening,weekend,3.46,11,2,5,fashion,express,basic,3.98,0
desktop,new,evening,weekend,0.63,6,0,276,fashion,standard,basic,3.73,0
desktop,returning,afternoon,weekday,6.99,10,2,12,home,express,extended,4.04,1
desktop,returning,afternoon,weekend,8.66,6,0,16,electronics,standard,basic,4.07,1
tablet,new,night,weekday,4.33,6,1,355,beauty,standard,basic,4.11,0
mobile,new,night,weekday,0.4,7,1,355,home,express,basic,3.99,0
mobile,new,afternoon,weekday,3.84,6,0,310,sports,express,basic,4.08,0
mobile,new,afternoon,weekend,2.48,5,0,138,sports,standard,basic,4.33,0
mobile,new,afternoon,weekday,3.84,8,1,165,books,express,extended,4.74,0
mobile,new,afternoon,weekday,7.58,5,0,72,home,standard,extended,3.65,0
desktop,returning,night,weekday,7.46,6,0,10,fashion,standard,extended,3.93,1
mobile,new,morning,weekday,5.01,7,0,288,fashion,express,basic,3.6,0
tablet,returning,afternoon,weekday,5.2,10,0,13,electronics,standard,basic,4.16,0
mobile,new,night,weekend,4.67,3,2,362,fashion,standard,extended,3.99,0
mobile,new,evening,weekday,2.88,2,0,44,electronics,next_day,basic,4.05,0
mobile,returning,afternoon,weekday,6.27,8,1,19,fashion,express,extended,3.99,0
mobile,new,afternoon,weekday,3.09,4,0,75,home,standard,basic,3.31,0
mobile,new,morning,weekday,1.77,2,0,281,home,standard,extended,4.59,0
mobile,new,morning,weekday,5.51,7,0,326,fashion,next_day,basic,4.03,0
mobile,returning,morning,weekday,0.4,3,0,7,beauty,express,extended,4.33,0
mobile,new,morning,weekday,2.66,2,0,83,fashion,standard,basic,4.2,0
mobile,new,morning,weekday,4.79,4,0,85,beauty,standard,extended,4.53,0
mobile,new,afternoon,weekend,6.07,6,1,52,beauty,standard,basic,4.32,0
mobile,new,morning,weekday,4.79,7,0,306,fashion,standard,basic,4.63,0
mobile,new,night,weekday,2.39,6,0,92,fashion,standard,basic,3.42,1
mobile,new,morning,weekend,3.39,7,0,161,books,express,basic,4.36,0
mobile,new,afternoon,weekday,4.11,4,0,169,beauty,express,basic,4.37,0
mobile,new,night,weekend,6.78,3,0,147,home,next_day,basic,4.44,0
desktop,returning,morning,weekend,7.93,6,0,6,electronics,standard,extended,4.45,0
tablet,returning,afternoon,weekend,7.05,8,1,3,fashion,standard,extended,3.87,1
tablet,new,evening,weekday,4.34,9,0,109,fashion,standard,extended,3.68,1
mobile,new,evening,weekend,1.65,6,0,160,books,standard,basic,4.38,0
mobile,new,morning,weekday,1.05,6,0,300,electronics,standard,basic,4.51,0
mobile,returning,evening,weekday,4.87,11,0,9,fashion,next_day,basic,4.11,0
desktop,new,evening,weekend,6.07,7,2,352,books,standard,basic,4.98,0
desktop,new,afternoon,weekday,3.15,10,1,167,beauty,express,basic,4.67,0
desktop,new,morning,weekend,5.7,1,0,127,fashion,standard,extended,4.25,0
desktop,new,morning,weekday,2.53,7,2,179,home,standard,basic,4.54,1
mobile,new,evening,weekday,2.56,6,1,342,beauty,express,basic,4.85,1
desktop,new,afternoon,weekday,7.16,8,1,301,books,next_day,basic,4.39,0
desktop,returning,morning,weekend,7.61,5,0,9,electronics,standard,basic,4.38,1
mobile,new,afternoon,weekday,2.86,2,0,104,sports,next_day,basic,4.31,0
tablet,returning,night,weekend,3.36,7,0,28,fashion,standard,basic,3.58,0
mobile,returning,morning,weekday,6.79,9,1,21,sports,express,basic,3.75,1
tablet,new,morning,weekend,5.34,5,1,50,sports,standard,basic,3.84,0
desktop,returning,afternoon,weekday,6.84,11,1,28,sports,standard,extended,3.92,1
mobile,returning,evening,weekend,4.83,9,0,2,sports,express,extended,4.34,0
desktop,returning,afternoon,weekday,3.2,3,0,25,home,express,basic,4.37,0
mobile,returning,night,weekday,5.27,8,1,21,electronics,express,basic,3.49,1
desktop,new,morning,weekend,7.66,5,0,155,electronics,standard,basic,4.11,0
desktop,new,afternoon,weekday,2.59,6,1,42,fashion,express,extended,4.11,0
desktop,new,afternoon,weekday,4.3,7,0,327,beauty,standard,basic,4.33,0
desktop,new,afternoon,weekend,7.94,5,1,283,fashion,standard,basic,4.3,0
mobile,new,afternoon,weekend,2.86,5,1,121,sports,standard,basic,3.87,0
mobile,new,evening,weekend,3.63,5,1,111,sports,standard,extended,4.11,0
mobile,new,afternoon,weekend,0.66,2,0,204,books,standard,basic,4.78,0
mobile,returning,evening,weekend,6.81,6,2,9,fashion,express,basic,4.15,1
mobile,returning,morning,weekday,3.24,5,0,28,sports,standard,basic,4.29,0
mobile,new,evening,weekday,0.64,8,0,240,sports,standard,basic,4.02,0
mobile,new,afternoon,weekend,1.5,5,0,314,books,standard,basic,4.28,0
mobile,new,afternoon,weekday,3.94,9,0,195,sports,express,extended,4.56,0
desktop,returning,morning,weekday,2.48,9,1,11,fashion,standard,extended,3.88,0
mobile,returning,night,weekday,2.39,4,2,26,electronics,standard,extended,4.44,1
desktop,new,night,weekday,5.37,5,1,84,books,express,extended,4.3,0
mobile,new,evening,weekend,3.75,4,0,328,home,next_day,basic,3.98,0
mobile,new,night,weekday,1.58,2,1,183,sports,next_day,extended,3.83,0
mobile,returning,morning,weekend,4.13,6,0,5,sports,standard,extended,4.17,0
mobile,returning,afternoon,weekend,8.45,8,1,4,sports,next_day,basic,4.13,1
mobile,new,afternoon,weekday,6.19,4,1,308,sports,express,extended,4.04,0
mobile,new,night,weekday,3.27,7,0,79,books,next_day,extended,3.96,1
mobile,new,morning,weekday,5.21,5,0,261,books,standard,extended,4.53,0
mobile,new,morning,weekday,4.05,4,0,141,fashion,standard,extended,4.24,0
desktop,returning,evening,weekday,2.67,12,1,4,electronics,standard,basic,4.15,1
mobile,returning,morning,weekday,1.2,11,2,9,electronics,express,extended,4.14,1
desktop,new,evening,weekend,2.69,3,1,212,beauty,standard,basic,4.2,0
mobile,new,afternoon,weekday,0.4,6,1,313,sports,standard,basic,3.32,0
tablet,new,evening,weekday,4.47,1,1,353,sports,standard,extended,3.91,0
desktop,new,night,weekday,3.35,4,0,267,fashion,next_day,basic,3.91,0
tablet,new,evening,weekend,5.09,5,1,340,fashion,standard,basic,4.32,0
desktop,returning,morning,weekday,6.43,8,0,10,beauty,express,extended,4.5,1
mobile,returning,morning,weekday,6.25,6,0,8,sports,standard,basic,3.44,0
mobile,new,morning,weekend,1.55,5,0,67,home,next_day,basic,4.05,0
mobile,returning,morning,weekday,6.38,6,1,10,electronics,standard,basic,4.46,1
desktop,returning,evening,weekday,4.19,10,0,7,fashion,standard,basic,4.12,0
desktop,new,afternoon,weekday,5.69,7,0,81,home,standard,basic,3.92,0
mobile,returning,afternoon,weekend,7.37,6,2,16,beauty,standard,basic,4.11,1
tablet,new,morning,weekend,5.02,5,0,284,sports,express,extended,3.84,0
mobile,returning,night,weekday,4.43,7,1,31,books,express,basic,4.56,1
desktop,new,morning,weekend,5.89,7,1,84,electronics,standard,extended,4.48,0
desktop,new,afternoon,weekend,1.28,9,1,92,fashion,standard,basic,3.93,0
mobile,new,afternoon,weekend,0.4,11,0,51,fashion,standard,basic,3.56,0
desktop,new,morning,weekend,5.48,6,0,67,fashion,standard,extended,4.01,1
desktop,new,night,weekend,7.25,7,1,161,fashion,next_day,basic,3.62,0
mobile,returning,morning,weekday,2.71,4,0,6,electronics,express,extended,4.37,0
mobile,new,evening,weekday,4.43,6,1,354,electronics,standard,basic,3.78,0
mobile,new,evening,weekend,4.82,8,1,179,sports,standard,extended,3.98,1
desktop,returning,evening,weekday,5.11,7,0,6,electronics,express,basic,3.89,0
mobile,new,evening,weekday,3.19,5,0,187,sports,express,extended,4.74,0
tablet,new,evening,weekend,5.49,5,0,273,fashion,next_day,basic,3.62,0
desktop,new,afternoon,weekend,4.73,8,1,143,fashion,standard,basic,3.88,0
mobile,new,afternoon,weekend,4.24,7,0,78,electronics,standard,basic,4.31,1
mobile,new,evening,weekend,2.34,5,2,171,electronics,standard,extended,3.62,1
desktop,returning,evening,weekday,6.13,7,1,3,fashion,express,basic,3.97,0
desktop,new,afternoon,weekend,3.36,6,0,136,sports,standard,basic,4.24,0
mobile,new,morning,weekend,2.78,3,0,225,books,express,extended,4.42,0
mobile,new,afternoon,weekday,2.86,7,0,139,electronics,standard,basic,4.66,0
mobile,returning,afternoon,weekday,5.24,8,0,14,electronics,express,extended,4.24,0
tablet,new,morning,weekend,2.18,3,0,328,electronics,standard,extended,4.0,0
mobile,returning,afternoon,weekday,4.83,5,2,17,sports,express,basic,3.67,0
desktop,new,morning,weekday,3.73,6,0,311,fashion,standard,extended,3.58,0
mobile,new,evening,weekday,2.24,3,0,70,fashion,express,basic,3.94,0
tablet,new,evening,weekday,0.4,8,1,249,books,standard,basic,4.5,0
mobile,new,evening,weekday,5.89,3,0,166,books,express,basic,4.59,0
mobile,new,evening,weekend,5.47,8,0,291,home,express,basic,4.26,0
tablet,returning,morning,weekday,3.61,13,0,39,electronics,standard,extended,4.05,0
tablet,new,morning,weekend,5.23,4,0,93,fashion,standard,extended,3.92,0
mobile,new,evening,weekday,2.05,8,0,110,fashion,standard,extended,3.79,0
mobile,new,evening,weekday,3.26,2,0,217,home,standard,extended,4.24,0
mobile,new,evening,weekday,2.79,4,1,356,sports,express,basic,4.06,0
mobile,new,evening,weekend,3.82,3,0,331,electronics,standard,basic,4.54,0
mobile,new,evening,weekend,5.26,5,0,183,books,standard,basic,4.07,0
desktop,new,evening,weekday,3.76,6,0,30,beauty,standard,extended,4.62,0
mobile,new,evening,weekend,3.19,6,0,321,sports,standard,basic,4.14,0
desktop,new,evening,weekday,6.66,8,2,222,electronics,standard,extended,3.85,1
mobile,new,morning,weekday,3.93,2,0,37,fashion,express,basic,3.91,0
mobile,new,morning,weekend,2.76,4,0,246,electronics,standard,basic,3.66,0
desktop,new,afternoon,weekday,4.71,7,0,325,home,next_day,extended,4.0,0
mobile,returning,afternoon,weekend,7.38,5,0,8,electronics,express,basic,3.92,0
desktop,new,evening,weekday,7.12,3,0,328,fashion,standard,basic,4.23,1
mobile,returning,afternoon,weekend,2.02,13,0,18,sports,express,basic,4.03,0
tablet,new,afternoon,weekday,0.82,3,0,249,sports,express,extended,4.01,0
desktop,new,evening,weekday,6.7,6,1,235,home,standard,basic,4.23,0
desktop,new,afternoon,weekday,3.6,6,2,69,home,standard,basic,4.45,0
mobile,new,evening,weekend,0.4,6,0,242,home,express,basic,4.1,0
mobile,returning,morning,weekday,3.27,5,1,25,home,standard,basic,3.75,0
mobile,returning,afternoon,weekday,4.18,6,0,9,fashion,standard,basic,3.86,0
mobile,new,afternoon,weekday,3.34,4,0,332,electronics,standard,basic,4.28,0
mobile,returning,afternoon,weekday,6.41,1,1,11,beauty,standard,basic,4.17,1
mobile,new,morning,weekday,2.05,6,1,97,electronics,express,extended,4.65,1
mobile,new,morning,weekend,5.46,7,1,318,beauty,standard,extended,4.2,0
mobile,returning,afternoon,weekday,5.4,6,0,9,beauty,standard,extended,4.05,1
mobile,new,afternoon,weekday,1.3,6,0,206,electronics,express,basic,4.54,0
mobile,new,evening,weekday,3.23,3,0,326,sports,standard,basic,3.82,0
mobile,returning,morning,weekday,5.84,7,1,33,home,standard,basic,4.24,1
desktop,returning,afternoon,weekday,5.58,8,2,16,home,standard,basic,3.73,1
mobile,new,morning,weekday,4.3,5,0,200,books,next_day,basic,4.42,0
mobile,new,night,weekday,2.57,6,0,162,fashion,express,basic,4.2,0
mobile,returning,evening,weekend,6.67,4,0,22,fashion,standard,basic,3.97,0
desktop,new,night,weekday,3.66,7,0,143,fashion,express,basic,4.36,1
mobile,new,night,weekday,8.85,3,0,88,beauty,express,basic,4.1,0
desktop,new,afternoon,weekday,1.73,9,0,197,fashion,express,basic,4.28,0
tablet,returning,evening,weekend,10.87,4,1,19,sports,express,extended,4.12,1
mobile,returning,afternoon,weekend,3.1,14,3,18,fashion,express,basic,3.93,1
tablet,returning,night,weekday,7.47,5,0,20,beauty,express,extended,4.58,1
desktop,new,afternoon,weekday,5.94,8,1,323,beauty,standard,basic,4.38,0
mobile,new,afternoon,weekday,1.89,7,0,100,fashion,standard,extended,3.76,0
mobile,new,night,weekend,4.76,6,1,89,sports,standard,basic,4.08,0
desktop,returning,evening,weekday,4.86,6,0,9,home,standard,basic,3.86,1
tablet,new,night,weekday,4.08,3,0,215,sports,next_day,extended,4.22,0
mobile,new,morning,weekday,3.81,6,1,342,home,express,basic,4.18,0
mobile,returning,afternoon,weekday,4.07,8,1,3,beauty,express,basic,4.29,1
desktop,new,afternoon,weekday,3.29,5,1,78,beauty,express,basic,4.79,0
mobile,returning,afternoon,weekday,5.52,6,1,24,home,next_day,extended,4.29,0
desktop,new,afternoon,weekend,2.6,8,0,339,fashion,express,extended,4.17,0
mobile,returning,afternoon,weekend,2.98,5,1,13,beauty,standard,basic,4.33,0
desktop,new,evening,weekday,7.11,5,0,103,electronics,standard,extended,4.08,0
desktop,new,morning,weekday,5.1,8,1,247,home,standard,basic,4.13,0
desktop,new,evening,weekend,2.36,10,1,276,electronics,standard,basic,4.28,0
desktop,new,night,weekend,2.09,4,1,122,books,standard,basic,4.76,0
desktop,new,evening,weekend,0.61,5,1,207,electronics,standard,basic,4.3,0
desktop,new,afternoon,weekend,6.41,14,0,146,fashion,standard,extended,3.82,0
desktop,new,morning,weekday,5.95,3,0,90,fashion,standard,extended,3.45,0
mobile,returning,morning,weekday,2.81,10,0,18,fashion,next_day,extended,4.26,0
mobile,new,evening,weekday,5.56,4,2,137,fashion,standard,basic,3.79,1
mobile,returning,afternoon,weekday,8.97,5,0,12,home,express,basic,3.8,1
desktop,returning,morning,weekday,2.77,7,0,13,electronics,standard,extended,4.26,0
desktop,new,night,weekday,3.21,6,0,179,fashion,next_day,basic,3.28,0
mobile,returning,evening,weekday,2.42,11,0,14,electronics,express,extended,3.65,0
mobile,new,evening,weekday,6.19,7,1,356,fashion,next_day,basic,3.97,1
mobile,new,afternoon,weekend,3.3,5,0,290,books,standard,extended,4.34,0
desktop,new,night,weekday,3.66,10,1,318,fashion,express,extended,4.33,1
mobile,returning,morning,weekday,5.28,3,1,5,sports,standard,basic,4.27,0
mobile,new,morning,weekday,2.33,4,2,264,beauty,standard,basic,4.3,0
desktop,new,night,weekday,3.36,7,2,318,beauty,express,basic,4.03,0
desktop,returning,night,weekday,6.08,10,1,24,sports,standard,basic,4.26,1
mobile,new,afternoon,weekday,2.72,7,0,270,electronics,standard,extended,4.11,0
mobile,returning,morning,weekday,3.82,5,1,13,sports,express,basic,4.03,1
tablet,returning,afternoon,weekend,4.47,8,2,10,beauty,standard,basic,4.11,1
desktop,returning,evening,weekday,6.39,7,0,21,fashion,express,basic,3.79,0
desktop,returning,evening,weekday,7.16,11,0,32,books,standard,basic,4.1,1
mobile,returning,afternoon,weekend,6.32,8,2,12,fashion,standard,basic,3.88,1
mobile,new,morning,weekday,0.4,3,1,313,books,standard,extended,4.64,1
